"No.","Time","Source","Destination","Protocol","Length","Info"
"8756","43.361453","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=2111 Ack=26092 Win=3927 Len=0"
"8757","43.361500","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=2111 Ack=26856 Win=3938 Len=0"
"8792","43.550709","157.240.251.61","192.168.0.10","TCP","139","5222  >  64144 [PSH, ACK] Seq=2111 Ack=26856 Win=3938 Len=85 [TCP segment of a reassembled PDU]"
"8832","43.599343","192.168.0.10","157.240.251.61","TCP","54","64144  >  5222 [ACK] Seq=26856 Ack=2196 Win=512 Len=0"
"8928","43.859454","157.240.251.61","192.168.0.10","TCP","126","5222  >  64144 [PSH, ACK] Seq=2196 Ack=26856 Win=3938 Len=72 [TCP segment of a reassembled PDU]"
"8929","43.860926","192.168.0.10","157.240.251.61","TCP","120","64144  >  5222 [PSH, ACK] Seq=26856 Ack=2268 Win=512 Len=66 [TCP segment of a reassembled PDU]"
"8960","43.963549","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=2268 Ack=26922 Win=3938 Len=0"
"9066","44.360952","157.240.251.61","192.168.0.10","TCP","122","5222  >  64144 [PSH, ACK] Seq=2268 Ack=26922 Win=3938 Len=68 [TCP segment of a reassembled PDU]"
"9068","44.363165","192.168.0.10","157.240.251.61","TCP","118","64144  >  5222 [PSH, ACK] Seq=26922 Ack=2336 Win=512 Len=64 [TCP segment of a reassembled PDU]"
"9114","44.578042","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=2336 Ack=26986 Win=3938 Len=0"
"14627","63.608554","192.168.0.10","157.240.251.61","TCP","1446","64144  >  5222 [ACK] Seq=26986 Ack=2336 Win=512 Len=1392 [TCP segment of a reassembled PDU]"
"14628","63.608554","192.168.0.10","157.240.251.61","TCP","1446","64144  >  5222 [ACK] Seq=28378 Ack=2336 Win=512 Len=1392 [TCP segment of a reassembled PDU]"
"14629","63.608554","192.168.0.10","157.240.251.61","TCP","1346","64144  >  5222 [PSH, ACK] Seq=29770 Ack=2336 Win=512 Len=1292 [TCP segment of a reassembled PDU]"
"14644","63.708967","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=2336 Ack=28378 Win=3949 Len=0"
"14645","63.708967","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=2336 Ack=29770 Win=3960 Len=0"
"14661","63.709637","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=2336 Ack=31062 Win=3970 Len=0"
"14731","63.935801","157.240.251.61","192.168.0.10","TCP","139","5222  >  64144 [PSH, ACK] Seq=2336 Ack=31062 Win=3970 Len=85 [TCP segment of a reassembled PDU]"
"14750","63.986834","192.168.0.10","157.240.251.61","TCP","54","64144  >  5222 [ACK] Seq=31062 Ack=2421 Win=511 Len=0"
"14846","64.309872","157.240.251.61","192.168.0.10","TCP","126","5222  >  64144 [PSH, ACK] Seq=2421 Ack=31062 Win=3970 Len=72 [TCP segment of a reassembled PDU]"
"14868","64.312079","192.168.0.10","157.240.251.61","TCP","120","64144  >  5222 [PSH, ACK] Seq=31062 Ack=2493 Win=511 Len=66 [TCP segment of a reassembled PDU]"
"14882","64.411552","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=2493 Ack=31128 Win=3970 Len=0"
"15018","64.861890","157.240.251.61","192.168.0.10","TCP","122","5222  >  64144 [PSH, ACK] Seq=2493 Ack=31128 Win=3970 Len=68 [TCP segment of a reassembled PDU]"
"15022","64.865154","192.168.0.10","157.240.251.61","TCP","118","64144  >  5222 [PSH, ACK] Seq=31128 Ack=2561 Win=511 Len=64 [TCP segment of a reassembled PDU]"
"15033","65.028939","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=2561 Ack=31192 Win=3970 Len=0"
"17212","72.479313","192.168.0.10","157.240.251.61","TCP","1446","64144  >  5222 [ACK] Seq=31192 Ack=2561 Win=511 Len=1392 [TCP segment of a reassembled PDU]"
"17213","72.479313","192.168.0.10","157.240.251.61","TCP","1446","64144  >  5222 [ACK] Seq=32584 Ack=2561 Win=511 Len=1392 [TCP segment of a reassembled PDU]"
"17214","72.479313","192.168.0.10","157.240.251.61","TCP","1410","64144  >  5222 [PSH, ACK] Seq=33976 Ack=2561 Win=511 Len=1356 [TCP segment of a reassembled PDU]"
"17258","72.674832","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=2561 Ack=32584 Win=3981 Len=0"
"17259","72.681984","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=2561 Ack=33976 Win=3992 Len=0"
"17260","72.689057","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=2561 Ack=35332 Win=4003 Len=0"
"17317","72.877880","157.240.251.61","192.168.0.10","TCP","139","5222  >  64144 [PSH, ACK] Seq=2561 Ack=35332 Win=4003 Len=85 [TCP segment of a reassembled PDU]"
"17332","72.928975","192.168.0.10","157.240.251.61","TCP","54","64144  >  5222 [ACK] Seq=35332 Ack=2646 Win=516 Len=0"
"17422","73.201979","157.240.251.61","192.168.0.10","TCP","126","5222  >  64144 [PSH, ACK] Seq=2646 Ack=35332 Win=4003 Len=72 [TCP segment of a reassembled PDU]"
"17423","73.203713","192.168.0.10","157.240.251.61","TCP","120","64144  >  5222 [PSH, ACK] Seq=35332 Ack=2718 Win=516 Len=66 [TCP segment of a reassembled PDU]"
"17447","73.282567","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=2718 Ack=35398 Win=4003 Len=0"
"17542","73.682510","157.240.251.61","192.168.0.10","TCP","122","5222  >  64144 [PSH, ACK] Seq=2718 Ack=35398 Win=4003 Len=68 [TCP segment of a reassembled PDU]"
"17564","73.684503","192.168.0.10","157.240.251.61","TCP","118","64144  >  5222 [PSH, ACK] Seq=35398 Ack=2786 Win=516 Len=64 [TCP segment of a reassembled PDU]"
"17585","73.776194","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=2786 Ack=35462 Win=4003 Len=0"
"29312","101.386802","192.168.0.10","157.240.251.61","TCP","1446","64144  >  5222 [ACK] Seq=35462 Ack=2786 Win=516 Len=1392 [TCP segment of a reassembled PDU]"
"29313","101.386802","192.168.0.10","157.240.251.61","TCP","1446","64144  >  5222 [ACK] Seq=36854 Ack=2786 Win=516 Len=1392 [TCP segment of a reassembled PDU]"
"29314","101.386802","192.168.0.10","157.240.251.61","TCP","1446","64144  >  5222 [ACK] Seq=38246 Ack=2786 Win=516 Len=1392 [TCP segment of a reassembled PDU]"
"29315","101.386802","192.168.0.10","157.240.251.61","TCP","338","64144  >  5222 [PSH, ACK] Seq=39638 Ack=2786 Win=516 Len=284 [TCP segment of a reassembled PDU]"
"29357","101.511298","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=2786 Ack=36854 Win=4014 Len=0"
"29358","101.525607","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=2786 Ack=38246 Win=4025 Len=0"
"29359","101.525784","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=2786 Ack=39638 Win=4036 Len=0"
"29363","101.526136","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=2786 Ack=39922 Win=4036 Len=0"
"29432","101.770303","157.240.251.61","192.168.0.10","TCP","139","5222  >  64144 [PSH, ACK] Seq=2786 Ack=39922 Win=4036 Len=85 [TCP segment of a reassembled PDU]"
"29452","101.826880","192.168.0.10","157.240.251.61","TCP","54","64144  >  5222 [ACK] Seq=39922 Ack=2871 Win=515 Len=0"
"29545","102.075113","157.240.251.61","192.168.0.10","TCP","126","5222  >  64144 [PSH, ACK] Seq=2871 Ack=39922 Win=4036 Len=72 [TCP segment of a reassembled PDU]"
"29546","102.076998","192.168.0.10","157.240.251.61","TCP","120","64144  >  5222 [PSH, ACK] Seq=39922 Ack=2943 Win=515 Len=66 [TCP segment of a reassembled PDU]"
"29561","102.175054","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=2943 Ack=39988 Win=4036 Len=0"
"29673","102.582451","157.240.251.61","192.168.0.10","TCP","122","5222  >  64144 [PSH, ACK] Seq=2943 Ack=39988 Win=4036 Len=68 [TCP segment of a reassembled PDU]"
"29689","102.584962","192.168.0.10","157.240.251.61","TCP","118","64144  >  5222 [PSH, ACK] Seq=39988 Ack=3011 Win=515 Len=64 [TCP segment of a reassembled PDU]"
"29721","102.789195","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=3011 Ack=40052 Win=4036 Len=0"
"43775","152.909942","192.168.0.10","157.240.251.61","TCP","1446","64144  >  5222 [ACK] Seq=40052 Ack=3011 Win=515 Len=1392 [TCP segment of a reassembled PDU]"
"43776","152.909942","192.168.0.10","157.240.251.61","TCP","1446","64144  >  5222 [ACK] Seq=41444 Ack=3011 Win=515 Len=1392 [TCP segment of a reassembled PDU]"
"43777","152.909942","192.168.0.10","157.240.251.61","TCP","1446","64144  >  5222 [ACK] Seq=42836 Ack=3011 Win=515 Len=1392 [TCP segment of a reassembled PDU]"
"43778","152.909942","192.168.0.10","157.240.251.61","TCP","194","64144  >  5222 [PSH, ACK] Seq=44228 Ack=3011 Win=515 Len=140 [TCP segment of a reassembled PDU]"
"43784","152.961898","192.168.0.10","157.240.251.61","TCP","1446","64144  >  5222 [ACK] Seq=44368 Ack=3011 Win=515 Len=1392 [TCP segment of a reassembled PDU]"
"43785","152.961898","192.168.0.10","157.240.251.61","TCP","1446","64144  >  5222 [ACK] Seq=45760 Ack=3011 Win=515 Len=1392 [TCP segment of a reassembled PDU]"
"43786","152.961898","192.168.0.10","157.240.251.61","TCP","1446","64144  >  5222 [ACK] Seq=47152 Ack=3011 Win=515 Len=1392 [TCP segment of a reassembled PDU]"
"43787","152.961898","192.168.0.10","157.240.251.61","TCP","466","64144  >  5222 [PSH, ACK] Seq=48544 Ack=3011 Win=515 Len=412 [TCP segment of a reassembled PDU]"
"43814","153.063818","157.240.251.61","192.168.0.10","TCP","66","[TCP Window Update] 5222  >  64144 [ACK] Seq=3011 Ack=40052 Win=4048 Len=0 SLE=42836 SRE=44368"
"43817","153.063818","157.240.251.61","192.168.0.10","TCP","74","[TCP Dup ACK 29721#1] 5222  >  64144 [ACK] Seq=3011 Ack=40052 Win=4048 Len=0 SLE=48544 SRE=48956 SLE=42836 SRE=44368"
"43818","153.064087","192.168.0.10","157.240.251.61","TCP","1446","[TCP Retransmission] 64144  >  5222 [ACK] Seq=40052 Ack=3011 Win=515 Len=1392"
"43819","153.064156","192.168.0.10","157.240.251.61","TCP","1446","[TCP Retransmission] 64144  >  5222 [ACK] Seq=41444 Ack=3011 Win=515 Len=1392"
"43856","153.167109","157.240.251.61","192.168.0.10","TCP","74","5222  >  64144 [ACK] Seq=3011 Ack=41444 Win=4058 Len=0 SLE=48544 SRE=48956 SLE=42836 SRE=44368"
"43857","153.167109","157.240.251.61","192.168.0.10","TCP","66","5222  >  64144 [ACK] Seq=3011 Ack=44368 Win=4069 Len=0 SLE=48544 SRE=48956"
"43861","153.167203","192.168.0.10","157.240.251.61","TCP","1446","[TCP Retransmission] 64144  >  5222 [ACK] Seq=44368 Ack=3011 Win=515 Len=1392"
"43862","153.167203","192.168.0.10","157.240.251.61","TCP","1446","[TCP Retransmission] 64144  >  5222 [ACK] Seq=45760 Ack=3011 Win=515 Len=1392"
"43863","153.167270","192.168.0.10","157.240.251.61","TCP","1446","[TCP Retransmission] 64144  >  5222 [ACK] Seq=47152 Ack=3011 Win=515 Len=1392"
"43886","153.269244","157.240.251.61","192.168.0.10","TCP","66","5222  >  64144 [ACK] Seq=3011 Ack=45760 Win=4080 Len=0 SLE=48544 SRE=48956"
"43896","153.269695","157.240.251.61","192.168.0.10","TCP","66","5222  >  64144 [ACK] Seq=3011 Ack=47152 Win=4091 Len=0 SLE=48544 SRE=48956"
"43898","153.269695","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=3011 Ack=48956 Win=4102 Len=0"
"43932","153.390002","157.240.251.61","192.168.0.10","TCP","139","5222  >  64144 [PSH, ACK] Seq=3011 Ack=48956 Win=4102 Len=85 [TCP segment of a reassembled PDU]"
"43955","153.439261","192.168.0.10","157.240.251.61","TCP","54","64144  >  5222 [ACK] Seq=48956 Ack=3096 Win=514 Len=0"
"43980","153.475215","157.240.251.61","192.168.0.10","TCP","139","5222  >  64144 [PSH, ACK] Seq=3096 Ack=48956 Win=4102 Len=85 [TCP segment of a reassembled PDU]"
"44010","153.517779","192.168.0.10","157.240.251.61","TCP","54","64144  >  5222 [ACK] Seq=48956 Ack=3181 Win=514 Len=0"
"44079","153.776680","157.240.251.61","192.168.0.10","TCP","126","5222  >  64144 [PSH, ACK] Seq=3181 Ack=48956 Win=4102 Len=72 [TCP segment of a reassembled PDU]"
"44097","153.778496","192.168.0.10","157.240.251.61","TCP","120","64144  >  5222 [PSH, ACK] Seq=48956 Ack=3253 Win=514 Len=66 [TCP segment of a reassembled PDU]"
"44102","153.821214","157.240.251.61","192.168.0.10","TCP","126","5222  >  64144 [PSH, ACK] Seq=3253 Ack=48956 Win=4102 Len=72 [TCP segment of a reassembled PDU]"
"44105","153.823171","192.168.0.10","157.240.251.61","TCP","120","64144  >  5222 [PSH, ACK] Seq=49022 Ack=3325 Win=513 Len=66 [TCP segment of a reassembled PDU]"
"44129","153.878216","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=3325 Ack=49022 Win=4102 Len=0"
"44136","153.981779","157.240.251.61","192.168.0.10","TCP","56","5222  >  64144 [ACK] Seq=3325 Ack=49088 Win=4102 Len=0"
