"No.","Time","Source","Destination","Protocol","Length","Info"
"68","11.456523","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=562 Ack=1909 Win=65535 Len=0"
"69","15.540341","157.240.196.60","10.0.2.15","TLSv1.2","195","Application Data"
"70","15.540643","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=562 Ack=2050 Win=65535 Len=0"
"71","15.630234","10.0.2.15","157.240.196.60","TLSv1.2","154","Application Data"
"72","15.631669","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=2050 Ack=662 Win=65535 Len=0"
"73","18.290850","157.240.196.60","10.0.2.15","TLSv1.2","769","Application Data"
"74","18.291176","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=662 Ack=2765 Win=65535 Len=0"
"76","18.558216","10.0.2.15","157.240.196.60","TLSv1.2","150","Application Data"
"77","18.558811","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=2765 Ack=758 Win=65535 Len=0"
"80","18.613857","157.240.196.60","10.0.2.15","TLSv1.2","195","Application Data"
"81","18.613881","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=758 Ack=2906 Win=65535 Len=0"
"101","18.777832","10.0.2.15","157.240.196.60","TLSv1.2","154","Application Data"
"102","18.797026","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=2906 Ack=858 Win=65535 Len=0"
"107","23.501350","157.240.196.60","10.0.2.15","TLSv1.2","195","Application Data"
"108","23.501470","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=858 Ack=3047 Win=65535 Len=0"
"109","23.554502","10.0.2.15","157.240.196.60","TLSv1.2","154","Application Data"
"110","23.554919","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=3047 Ack=958 Win=65535 Len=0"
"111","28.421284","10.0.2.15","157.240.196.60","TLSv1.2","123","Application Data"
"112","28.422452","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=3047 Ack=1027 Win=65535 Len=0"
"113","28.568027","157.240.196.60","10.0.2.15","TLSv1.2","125","Application Data"
"114","28.568088","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=1027 Ack=3118 Win=65535 Len=0"
"115","30.939220","157.240.196.60","10.0.2.15","TLSv1.2","769","Application Data"
"116","30.939299","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=1027 Ack=3833 Win=65535 Len=0"
"117","31.206829","157.240.196.60","10.0.2.15","TLSv1.2","195","Application Data"
"118","31.206854","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=1027 Ack=3974 Win=65535 Len=0"
"120","31.295057","10.0.2.15","157.240.196.60","TLSv1.2","154","Application Data"
"121","31.296092","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=3974 Ack=1127 Win=65535 Len=0"
"122","31.296114","10.0.2.15","157.240.196.60","TLSv1.2","150","Application Data"
"123","31.296473","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=3974 Ack=1223 Win=65535 Len=0"
"126","31.348924","157.240.196.60","10.0.2.15","TLSv1.2","195","Application Data"
"127","31.363458","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=1223 Ack=4115 Win=65535 Len=0"
"141","31.690826","10.0.2.15","157.240.196.60","TLSv1.2","154","Application Data"
"142","31.716390","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=4115 Ack=1323 Win=65535 Len=0"
"143","39.892815","157.240.196.60","10.0.2.15","TLSv1.2","195","Application Data"
"144","39.892896","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=1323 Ack=4256 Win=65535 Len=0"
"145","39.943051","10.0.2.15","157.240.196.60","TLSv1.2","154","Application Data"
"146","39.943754","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=4256 Ack=1423 Win=65535 Len=0"
"147","44.566402","157.240.196.60","10.0.2.15","TLSv1.2","753","Application Data"
"148","44.566467","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=1423 Ack=4955 Win=65535 Len=0"
"149","44.832344","157.240.196.60","10.0.2.15","TLSv1.2","195","Application Data"
"150","44.832369","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=1423 Ack=5096 Win=65535 Len=0"
"152","44.852345","10.0.2.15","157.240.196.60","TLSv1.2","150","Application Data"
"153","44.858948","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=5096 Ack=1519 Win=65535 Len=0"
"155","44.934280","10.0.2.15","157.240.196.60","TLSv1.2","154","Application Data"
"157","44.943483","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=5096 Ack=1619 Win=65535 Len=0"
"158","44.964886","157.240.196.60","10.0.2.15","TLSv1.2","387","Application Data"
"159","45.015656","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=1619 Ack=5429 Win=65535 Len=0"
"187","45.400399","10.0.2.15","157.240.196.60","TLSv1.2","153","Application Data"
"188","45.400999","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=5429 Ack=1718 Win=65535 Len=0"
"189","52.010591","157.240.196.60","10.0.2.15","TLSv1.2","240","Application Data"
"190","52.010937","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=1718 Ack=5615 Win=65535 Len=0"
"191","52.123635","10.0.2.15","157.240.196.60","TLSv1.2","143","Application Data"
"192","52.124083","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=5615 Ack=1807 Win=65535 Len=0"
"193","52.642276","157.240.196.60","10.0.2.15","TLSv1.2","769","Application Data"
"194","52.647274","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=1807 Ack=6330 Win=65535 Len=0"
"202","52.941517","157.240.196.60","10.0.2.15","TLSv1.2","195","Application Data"
"203","52.941543","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=1807 Ack=6471 Win=65535 Len=0"
"204","52.943624","10.0.2.15","157.240.196.60","TLSv1.2","150","Application Data"
"205","52.944150","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=6471 Ack=1903 Win=65535 Len=0"
"206","52.957618","10.0.2.15","157.240.196.60","TLSv1.2","154","Application Data"
"207","52.958404","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=6471 Ack=2003 Win=65535 Len=0"
"224","56.733316","10.0.2.15","157.240.196.60","TLSv1.2","123","Application Data"
"225","56.734615","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=6471 Ack=2072 Win=65535 Len=0"
"226","56.881560","157.240.196.60","10.0.2.15","TLSv1.2","125","Application Data"
"227","56.924155","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=2072 Ack=6542 Win=65535 Len=0"
"228","62.621498","157.240.196.60","10.0.2.15","TLSv1.2","769","Application Data"
"229","62.621851","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=2072 Ack=7257 Win=65535 Len=0"
"230","62.869958","157.240.196.60","10.0.2.15","TLSv1.2","195","Application Data"
"231","62.869981","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=2072 Ack=7398 Win=65535 Len=0"
"233","62.897926","10.0.2.15","157.240.196.60","TLSv1.2","154","Application Data"
"234","62.898574","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=7398 Ack=2172 Win=65535 Len=0"
"235","62.912513","10.0.2.15","157.240.196.60","TLSv1.2","150","Application Data"
"236","62.913079","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=7398 Ack=2268 Win=65535 Len=0"
"238","62.948731","10.0.2.15","157.240.196.60","TLSv1.2","84","Application Data"
"239","62.948841","10.0.2.15","157.240.196.60","TCP","7354","59888  >  443 [PSH, ACK] Seq=2298 Ack=7398 Win=65535 Len=7300 [TCP segment of a reassembled PDU]"
"240","62.948847","10.0.2.15","157.240.196.60","TLSv1.2","77","Application Data"
"241","62.949352","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=7398 Ack=2298 Win=65535 Len=0"
"242","62.949352","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=7398 Ack=3758 Win=65535 Len=0"
"243","62.949352","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=7398 Ack=5218 Win=65535 Len=0"
"244","62.949352","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=7398 Ack=6678 Win=65535 Len=0"
"245","62.949352","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=7398 Ack=8138 Win=65535 Len=0"
"246","62.949352","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=7398 Ack=9598 Win=65535 Len=0"
"247","62.949352","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=7398 Ack=9621 Win=65535 Len=0"
"263","63.120090","157.240.196.60","10.0.2.15","TLSv1.2","117","Application Data"
"266","63.177568","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=9621 Ack=7461 Win=65535 Len=0"
"280","78.565104","157.240.196.60","10.0.2.15","TLSv1.2","769","Application Data"
"281","78.565201","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=9621 Ack=8176 Win=65535 Len=0"
"283","78.844573","10.0.2.15","157.240.196.60","TLSv1.2","150","Application Data"
"284","78.844946","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=8176 Ack=9717 Win=65535 Len=0"
"323","83.457080","10.0.2.15","157.240.196.60","TLSv1.2","123","Application Data"
"324","83.457750","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=8176 Ack=9786 Win=65535 Len=0"
"325","83.603022","157.240.196.60","10.0.2.15","TLSv1.2","125","Application Data"
"326","83.603048","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=9786 Ack=8247 Win=65535 Len=0"
"327","91.969434","157.240.196.60","10.0.2.15","TLSv1.2","195","Application Data"
"328","91.969464","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=9786 Ack=8388 Win=65535 Len=0"
"329","91.987866","10.0.2.15","157.240.196.60","TLSv1.2","154","Application Data"
"330","91.988239","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=8388 Ack=9886 Win=65535 Len=0"
"335","93.001717","157.240.196.60","10.0.2.15","TLSv1.2","195","Application Data"
"336","93.008602","10.0.2.15","157.240.196.60","TLSv1.2","154","Application Data"
"337","93.009008","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=8529 Ack=9986 Win=65535 Len=0"
"338","94.281507","157.240.196.60","10.0.2.15","TLSv1.2","769","Application Data"
"339","94.325817","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=9986 Ack=9244 Win=65535 Len=0"
"340","94.446363","10.0.2.15","157.240.196.60","TLSv1.2","150","Application Data"
"341","94.446825","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=9244 Ack=10082 Win=65535 Len=0"
"347","94.462561","10.0.2.15","172.217.22.74","TCP","74","45948  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3761733583 TSecr=0 WS=128"
"348","94.474975","172.217.22.74","10.0.2.15","TCP","58","443  >  45948 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"349","94.475071","10.0.2.15","172.217.22.74","TCP","54","45948  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"350","94.477241","10.0.2.15","172.217.22.74","TLSv1.3","571","Client Hello"
"351","94.477596","172.217.22.74","10.0.2.15","TCP","54","443  >  45948 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"354","94.561806","172.217.22.74","10.0.2.15","TLSv1.3","1465","Server Hello, Change Cipher Spec"
"355","94.561831","10.0.2.15","172.217.22.74","TCP","54","45948  >  443 [ACK] Seq=518 Ack=1412 Win=63495 Len=0"
"356","94.561806","172.217.22.74","10.0.2.15","TCP","1514","443  >  45948 [ACK] Seq=1412 Ack=518 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"357","94.568927","10.0.2.15","172.217.22.74","TCP","54","45948  >  443 [ACK] Seq=518 Ack=2872 Win=62780 Len=0"
"358","94.577172","172.217.22.74","10.0.2.15","TLSv1.3","1866","Application Data"
"359","94.577193","10.0.2.15","172.217.22.74","TCP","54","45948  >  443 [ACK] Seq=518 Ack=4684 Win=62780 Len=0"
"396","94.720519","157.240.196.60","10.0.2.15","TLSv1.2","195","Application Data"
"397","94.720579","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=10082 Ack=9385 Win=65535 Len=0"
"399","94.795339","10.0.2.15","157.240.196.60","TLSv1.2","154","Application Data"
"400","94.805020","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=9385 Ack=10182 Win=65535 Len=0"
"403","94.833684","10.0.2.15","172.217.22.74","TLSv1.3","118","Change Cipher Spec, Application Data"
"404","94.834215","10.0.2.15","172.217.22.74","TLSv1.3","224","Application Data"
"405","94.834311","10.0.2.15","172.217.22.74","TLSv1.3","529","Application Data"
"406","94.834580","172.217.22.74","10.0.2.15","TCP","54","443  >  45948 [ACK] Seq=4684 Ack=582 Win=65535 Len=0"
"407","94.834580","172.217.22.74","10.0.2.15","TCP","54","443  >  45948 [ACK] Seq=4684 Ack=752 Win=65535 Len=0"
"408","94.834580","172.217.22.74","10.0.2.15","TCP","54","443  >  45948 [ACK] Seq=4684 Ack=1227 Win=65535 Len=0"
"409","94.845586","172.217.22.74","10.0.2.15","TLSv1.3","699","Application Data, Application Data, Application Data"
"410","94.845612","10.0.2.15","172.217.22.74","TCP","54","45948  >  443 [ACK] Seq=1227 Ack=5329 Win=62780 Len=0"
"411","94.846589","10.0.2.15","172.217.22.74","TLSv1.3","85","Application Data"
"412","94.846917","172.217.22.74","10.0.2.15","TCP","54","443  >  45948 [ACK] Seq=5329 Ack=1258 Win=65535 Len=0"
"413","94.913659","172.217.22.74","10.0.2.15","TLSv1.3","565","Application Data, Application Data"
"414","94.913660","172.217.22.74","10.0.2.15","TLSv1.3","124","Application Data, Application Data"
"415","94.923825","10.0.2.15","172.217.22.74","TLSv1.3","93","Application Data"
"416","94.923993","10.0.2.15","172.217.22.74","TLSv1.3","78","Application Data"
"417","94.924526","172.217.22.74","10.0.2.15","TCP","54","443  >  45948 [ACK] Seq=5910 Ack=1297 Win=65535 Len=0"
"418","94.924527","172.217.22.74","10.0.2.15","TCP","54","443  >  45948 [ACK] Seq=5910 Ack=1322 Win=65535 Len=0"
"419","94.942224","172.217.22.74","10.0.2.15","TCP","54","443  >  45948 [FIN, ACK] Seq=5910 Ack=1322 Win=65535 Len=0"
"420","94.942252","10.0.2.15","172.217.22.74","TCP","54","45948  >  443 [ACK] Seq=1322 Ack=5911 Win=62780 Len=0"
"423","105.027077","157.240.196.60","10.0.2.15","TLSv1.2","187","Application Data"
"424","105.031304","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=10182 Ack=9518 Win=65535 Len=0"
"425","105.113923","10.0.2.15","157.240.196.60","TLSv1.2","127","Application Data"
"426","105.114466","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=9518 Ack=10255 Win=65535 Len=0"
"427","105.439986","157.240.196.60","10.0.2.15","TLSv1.2","195","Application Data"
"428","105.440242","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=10255 Ack=9659 Win=65535 Len=0"
"429","105.470582","10.0.2.15","157.240.196.60","TLSv1.2","154","Application Data"
"430","105.472750","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=9659 Ack=10355 Win=65535 Len=0"
"431","106.208847","10.0.2.15","157.240.196.60","TLSv1.2","123","Application Data"
"432","106.209453","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=9659 Ack=10424 Win=65535 Len=0"
"433","106.353330","157.240.196.60","10.0.2.15","TLSv1.2","125","Application Data"
"434","106.409303","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=10424 Ack=9730 Win=65535 Len=0"
"435","112.527560","157.240.196.60","10.0.2.15","TLSv1.2","195","Application Data"
"436","112.527652","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=10424 Ack=9871 Win=65535 Len=0"
"437","112.534376","10.0.2.15","157.240.196.60","TLSv1.2","154","Application Data"
"438","112.534751","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=9871 Ack=10524 Win=65535 Len=0"
"439","113.230062","157.240.196.60","10.0.2.15","TLSv1.2","769","Application Data"
"440","113.274662","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=10524 Ack=10586 Win=65535 Len=0"
"446","113.544176","157.240.196.60","10.0.2.15","TLSv1.2","195","Application Data"
"447","113.544198","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=10524 Ack=10727 Win=65535 Len=0"
"449","113.581823","10.0.2.15","157.240.196.60","TLSv1.2","150","Application Data"
"450","113.582572","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=10727 Ack=10620 Win=65535 Len=0"
"452","113.598832","10.0.2.15","157.240.196.60","TLSv1.2","154","Application Data"
"453","113.602901","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=10727 Ack=10720 Win=65535 Len=0"
"495","119.927914","157.240.196.60","10.0.2.15","TLSv1.2","195","Application Data"
"496","119.935381","10.0.2.15","157.240.196.60","TLSv1.2","154","Application Data"
"497","119.935993","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=10868 Ack=10820 Win=65535 Len=0"
"498","121.862921","157.240.196.60","10.0.2.15","TLSv1.2","769","Application Data"
"499","121.903623","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=10820 Ack=11583 Win=65535 Len=0"
"501","122.030827","10.0.2.15","157.240.196.60","TLSv1.2","150","Application Data"
"502","122.031367","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=11583 Ack=10916 Win=65535 Len=0"
"505","122.124492","157.240.196.60","10.0.2.15","TLSv1.2","195","Application Data"
"506","122.124533","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=10916 Ack=11724 Win=65535 Len=0"
"507","122.133466","10.0.2.15","157.240.196.60","TLSv1.2","154","Application Data"
"508","122.133992","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=11724 Ack=11016 Win=65535 Len=0"
"509","122.143318","157.240.196.60","10.0.2.15","TLSv1.2","305","Application Data"
"510","122.183856","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=11016 Ack=11975 Win=65535 Len=0"
"526","122.530009","10.0.2.15","157.240.196.60","TLSv1.2","147","Application Data"
"527","122.530851","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=11975 Ack=11109 Win=65535 Len=0"
"528","122.864232","10.0.2.15","157.240.196.60","TLSv1.2","123","Application Data"
"529","122.865407","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=11975 Ack=11178 Win=65535 Len=0"
"530","123.006441","157.240.196.60","10.0.2.15","TLSv1.2","125","Application Data"
"531","123.006490","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=11178 Ack=12046 Win=65535 Len=0"
"534","126.008607","157.240.196.60","10.0.2.15","TLSv1.2","270","Application Data"
"535","126.008707","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=11178 Ack=12262 Win=65535 Len=0"
"536","126.024322","10.0.2.15","157.240.196.60","TLSv1.2","146","Application Data"
"537","126.032878","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=12262 Ack=11270 Win=65535 Len=0"
"538","126.084180","10.0.2.15","157.240.196.60","TLSv1.2","131","Application Data"
"539","126.084742","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=12262 Ack=11347 Win=65535 Len=0"
"540","126.733789","157.240.196.60","10.0.2.15","TLSv1.2","195","Application Data"
"541","126.756741","10.0.2.15","157.240.196.60","TLSv1.2","154","Application Data"
"542","126.757439","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=12403 Ack=11447 Win=65535 Len=0"
"543","130.296101","157.240.196.60","10.0.2.15","TLSv1.2","316","Application Data"
"544","130.339704","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=11447 Ack=12665 Win=65535 Len=0"
"545","130.444839","10.0.2.15","157.240.196.60","TLSv1.2","150","Application Data"
"546","130.445612","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=12665 Ack=11543 Win=65535 Len=0"
"547","130.635906","157.240.196.60","10.0.2.15","TLSv1.2","195","Application Data"
"548","130.635930","10.0.2.15","157.240.196.60","TCP","54","59888  >  443 [ACK] Seq=11543 Ack=12806 Win=65535 Len=0"
"549","130.692129","10.0.2.15","157.240.196.60","TLSv1.2","154","Application Data"
"550","130.699931","157.240.196.60","10.0.2.15","TCP","54","443  >  59888 [ACK] Seq=12806 Ack=11643 Win=65535 Len=0"
